project name,compile,flaky tests,total tests,successful tests,failed tests,errored tests,skipped tests,time (minutes)
github.com/apache/dubbo-samples:dubbo-samples-migration-case-application,T,0,0,0,0,0,0,170
github.com/apache/dubbo-samples:dubbo-samples-migration-case-default-api,T,0,0,0,0,0,0,171
github.com/apache/dubbo-samples:dubbo-samples-migration-case-default-provider,T,0,0,0,0,0,0,172
github.com/apache/dubbo-samples:dubbo-samples-migration-case-default-consumer,T,0,0,0,0,0,0,173
github.com/apache/dubbo-samples:dubbo-samples-migration-case-default,T,0,0,0,0,0,0,173
github.com/apache/dubbo-samples:dubbo-samples-migration,T,0,0,0,0,0,0,175
github.com/apache/dubbo-samples:dubbo-samples-mock,T,0,0,0,0,0,0,176
github.com/apache/dubbo-samples:dubbo-samples-notify,T,0,0,0,0,0,0,177
github.com/apache/dubbo-samples:dubbo-samples-notify-interface,T,0,0,0,0,0,0,178
github.com/apache/dubbo-samples:dubbo-samples-notify-provider,T,0,0,0,0,0,0,179
github.com/apache/dubbo-samples:dubbo-samples-notify-consumer,T,0,0,0,0,0,0,180
github.com/apache/dubbo-samples:dubbo-samples-scala,T,0,0,0,0,0,0,182
github.com/apache/dubbo-samples:dubbo-samples-seata-api,T,0,0,0,0,0,0,183
github.com/apache/dubbo-samples:dubbo-samples-seata-account,T,0,0,0,0,0,0,184
github.com/apache/dubbo-samples:dubbo-samples-seata-business,T,0,0,0,0,0,0,185
github.com/apache/dubbo-samples:dubbo-samples-seata-order,T,0,0,0,0,0,0,186
github.com/apache/dubbo-samples:dubbo-samples-seata-storage,T,0,0,0,0,0,0,187
github.com/apache/dubbo-samples:dubbo-samples-seata,T,0,0,0,0,0,0,188
github.com/apache/dubbo-samples:dubbo-samples-spi-compatible,T,0,0,0,0,0,0,189
github.com/apache/dubbo-samples:2-advanced,T,0,0,0,0,0,0,190
github.com/apache/dubbo-samples:dubbo-samples-stub,T,0,0,0,0,0,0,191
github.com/apache/dubbo-samples:dubbo-samples-stub-interface,T,0,0,0,0,0,0,192
github.com/apache/dubbo-samples:dubbo-samples-stub-provider,T,0,0,0,0,0,0,193
github.com/apache/dubbo-samples:dubbo-samples-stub-consumer,T,0,0,0,0,0,0,194
github.com/apache/dubbo-samples:dubbo-samples-tengine,T,0,0,0,0,0,0,196
github.com/apache/dubbo-samples:dubbo-samples-tengine-interface,T,0,0,0,0,0,0,197
github.com/apache/dubbo-samples:dubbo-samples-tengine-provider,T,0,0,0,0,0,0,197
github.com/apache/dubbo-samples:dubbo-samples-validation,T,0,0,0,0,0,0,198
github.com/apache/dubbo-samples:dubbo-samples-version,T,0,0,0,0,0,0,199
github.com/apache/dubbo-samples:dubbo-samples-rpccontext,T,0,0,0,0,0,0,200
github.com/apache/dubbo-samples:dubbo-samples-spring-security,T,0,0,0,0,0,0,201
github.com/apache/dubbo-samples:dubbo-samples-triple-streaming,T,0,0,0,0,0,0,203
github.com/apache/dubbo-samples:dubbo-call-sc,T,0,0,0,0,0,0,204
github.com/apache/dubbo-samples:sc-provider,T,0,0,0,0,0,0,205
github.com/apache/dubbo-samples:dubbo-consumer,T,0,0,0,0,0,0,206
github.com/apache/dubbo-samples:sc-call-dubbo,T,0,0,0,0,0,0,207
github.com/apache/dubbo-samples:dubbo-provider,T,0,0,0,0,0,0,208
github.com/apache/dubbo-samples:sc-consumer,T,0,0,0,0,0,0,209
github.com/apache/dubbo-samples:dubbo-samples-springcloud,T,0,0,0,0,0,0,209
github.com/apache/dubbo-samples:dubbo-demo-servicediscovery-xml,T,0,0,0,0,0,0,210
github.com/apache/dubbo-samples:servicediscovery-api,T,0,0,0,0,0,0,211
github.com/apache/dubbo-samples:servicediscovery-provider,T,0,0,0,0,0,0,212
github.com/apache/dubbo-samples:servicediscovery-consumer,T,0,0,0,0,0,0,213
github.com/apache/dubbo-samples:dubbo-servicediscovery-migration,T,0,0,0,0,0,0,214
github.com/apache/dubbo-samples:dubbo-servicediscovery-migration-api,T,0,0,0,0,0,0,215
github.com/apache/dubbo-samples:dubbo-servicediscovery-migration-provider1,T,0,0,0,0,0,0,216
github.com/apache/dubbo-samples:dubbo-servicediscovery-migration-provider2,T,0,0,0,0,0,0,217
github.com/apache/dubbo-samples:dubbo-servicediscovery-migration-consumer,T,0,0,0,0,0,0,218
github.com/apache/dubbo-samples:servicediscovery-transfer,T,0,0,0,0,0,0,219
github.com/apache/dubbo-samples:servicediscovery-transfer-api,T,0,0,0,0,0,0,220
github.com/apache/dubbo-samples:servicediscovery-transfer-provider,T,0,0,0,0,0,0,221
github.com/apache/dubbo-samples:servicediscovery-transfer-provider-instance,T,0,0,0,0,0,0,222
github.com/apache/dubbo-samples:servicediscovery-transfer-consumer-old,T,0,0,0,0,0,0,223
github.com/apache/dubbo-samples:servicediscovery-transfer-consumer,T,0,0,0,0,0,0,224
github.com/apache/dubbo-samples:dubbo-samples-service-discovery,T,0,0,0,0,0,0,225
github.com/apache/dubbo-samples:dubbo-samples-triple-grpc,T,0,0,0,0,0,0,226
github.com/apache/dubbo-samples:dubbo-samples-triple-no-idl,T,0,0,0,0,0,0,228
github.com/apache/dubbo-samples:dubbo-samples-native-image,T,0,0,0,0,0,0,229
github.com/apache/dubbo-samples:dubbo-samples-native-image-provider,T,0,0,0,0,0,0,230
github.com/apache/dubbo-samples:dubbo-samples-native-image-consumer,T,0,0,0,0,0,0,231
github.com/apache/dubbo-samples:dubbo-samples-native-image-registry-provider,T,0,0,0,0,0,0,232
github.com/apache/dubbo-samples:dubbo-samples-native-image-registry-consumer,T,0,0,0,0,0,0,234
github.com/apache/dubbo-samples:dubbo-samples-native-image-registry,T,0,0,0,0,0,0,235
github.com/apache/dubbo-samples:dubbo-samples-annotation,T,0,0,0,0,0,0,236
github.com/apache/dubbo-samples:dubbo-samples-spring-xml,T,0,0,0,0,0,0,237
github.com/apache/dubbo-samples:dubbo-samples-api-with-registry,T,0,0,0,0,0,0,238
github.com/apache/dubbo-samples:dubbo-samples-configcenter-annotation,T,0,0,0,0,0,0,239
github.com/apache/dubbo-samples:dubbo-samples-configcenter-api,T,0,0,0,0,0,0,240
github.com/apache/dubbo-samples:dubbo-samples-configcenter-apollo,T,0,0,0,0,0,0,241
github.com/apache/dubbo-samples:dubbo-samples-configcenter-externalconfiguration,T,0,0,0,0,0,0,242
github.com/apache/dubbo-samples:dubbo-samples-configcenter-multi-registries,T,0,0,0,0,0,0,243
github.com/apache/dubbo-samples:dubbo-samples-configcenter-multiprotocol,T,0,0,0,0,0,0,244
github.com/apache/dubbo-samples:dubbo-samples-configcenter-xml,T,0,0,0,0,0,0,245
github.com/apache/dubbo-samples:configcenter,T,0,0,0,0,0,0,245
github.com/apache/dubbo-samples:dubbo-samples-http,T,0,0,0,0,0,0,246
github.com/apache/dubbo-samples:dubbo-samples-jetty,T,0,0,0,0,0,0,247
github.com/apache/dubbo-samples:dubbo-samples-port-unification,T,0,0,0,0,0,0,248
github.com/apache/dubbo-samples:dubbo-samples-resilience4j-filter,T,0,0,0,0,0,0,249
github.com/apache/dubbo-samples:dubbo-samples-resilience4j-springboot2,T,0,0,0,0,0,0,249
github.com/apache/dubbo-samples:dubbo-samples-resilience4j,T,0,0,0,0,0,0,250
github.com/apache/dubbo-samples:dubbo-samples-rest,T,0,0,0,0,0,0,251
github.com/apache/dubbo-samples:dubbo-samples-rocketmq,T,0,0,0,0,0,0,253
github.com/apache/dubbo-samples:dubbo-samples-thrift,T,0,0,0,0,0,0,254
github.com/apache/dubbo-samples:dubbo-samples-thrift-api,T,0,0,0,0,0,0,255
github.com/apache/dubbo-samples:dubbo-samples-thrift-impl,T,0,0,0,0,0,0,256
github.com/apache/dubbo-samples:dubbo-samples-triple,T,0,16,1,2,13,0,262
github.com/apache/dubbo-samples:dubbo-samples-triple-reactor,T,0,1,0,0,1,0,267
github.com/apache/dubbo-samples:dubbo-samples-webservice,T,0,0,0,0,0,0,268
github.com/apache/dubbo-samples:dubbo-samples-webservice-interface,T,0,0,0,0,0,0,269
github.com/apache/dubbo-samples:dubbo-samples-webservice-consumer,T,0,0,0,0,0,0,269
github.com/apache/dubbo-samples:dubbo-samples-webservice-provider,T,0,0,0,0,0,0,270
github.com/apache/dubbo-samples:protocol,T,0,0,0,0,0,0,271
github.com/apache/dubbo-samples:dubbo-samples-consul,T,0,0,0,0,0,0,272
github.com/apache/dubbo-samples:dubbo-samples-default-config,T,0,0,0,0,0,0,273
github.com/apache/dubbo-samples:dubbo-samples-apiserver-provider,T,0,0,0,0,0,0,274
github.com/apache/dubbo-samples:dubbo-samples-apiserver-consumer,T,0,0,0,0,0,0,275
github.com/apache/dubbo-samples:dubbo-samples-kubernetes,T,0,0,0,0,0,0,276
github.com/apache/dubbo-samples:dubbo-samples-mesh-consumer,T,0,0,0,0,0,0,278
github.com/apache/dubbo-samples:dubbo-samples-mesh-provider,T,0,0,0,0,0,0,280
github.com/apache/dubbo-samples:dubbo-samples-mesh-k8s,T,0,0,0,0,0,0,280
github.com/apache/dubbo-samples:dubbo-samples-multi-registry,T,0,0,0,0,0,0,282
github.com/apache/dubbo-samples:dubbo-samples-nacos-override,T,0,0,0,0,0,0,283
github.com/apache/dubbo-samples:dubbo-samples-nacos-conditionrouter,T,0,0,0,0,0,0,284
github.com/apache/dubbo-samples:dubbo-samples-nacos-configcenter,T,0,0,0,0,0,0,285
github.com/apache/dubbo-samples:dubbo-samples-nacos-tagrouter,T,0,0,0,0,0,0,286
github.com/apache/dubbo-samples:dubbo-samples-nacos-registry,T,0,0,0,0,0,0,287
github.com/apache/dubbo-samples:dubbo-samples-nacos-group,T,0,0,0,0,0,0,288
github.com/apache/dubbo-samples:dubbo-samples-nacos,T,0,0,0,0,0,0,289
github.com/apache/dubbo-samples:dubbo-samples-simplified-registry-xml,T,0,0,0,0,0,0,290
github.com/apache/dubbo-samples:dubbo-samples-simplified-registry-properties,T,0,0,0,0,0,0,291
github.com/apache/dubbo-samples:dubbo-samples-simplified-registry-annotation,T,0,0,0,0,0,0,292
github.com/apache/dubbo-samples:dubbo-samples-simplified-registry-nosimple,T,0,0,0,0,0,0,293
github.com/apache/dubbo-samples:dubbo-samples-simplified-registry,T,0,0,0,0,0,0,294
github.com/apache/dubbo-samples:dubbo-samples-xds-provider,T,0,0,0,0,0,0,295
github.com/apache/dubbo-samples:dubbo-samples-xds-consumer,T,0,0,0,0,0,0,295
github.com/apache/dubbo-samples:dubbo-samples-xds,T,0,0,0,0,0,0,296
github.com/apache/dubbo-samples:dubbo-samples-zookeeper,T,0,0,0,0,0,0,297
github.com/apache/dubbo-samples:registry,T,0,0,0,0,0,0,298
github.com/apache/dubbo-samples:dubbo-samples-prefer-serialization,T,0,0,0,0,0,0,299
github.com/apache/dubbo-samples:dubbo-samples-protobuf,T,0,0,0,0,0,0,300
github.com/apache/dubbo-samples:protobuf-provider,T,0,0,0,0,0,0,302
github.com/apache/dubbo-samples:protobuf-consumer,T,0,0,0,0,0,0,303
github.com/apache/dubbo-samples:dubbo-samples-protobuf-json,T,0,0,0,0,0,0,304
github.com/apache/dubbo-samples:protobuf-json-serialization-api,T,0,0,0,0,0,0,305
github.com/apache/dubbo-samples:protobuf-json-serialization-implement,T,0,0,0,0,0,0,306
github.com/apache/dubbo-samples:protobuf-json-serialization-demo,T,0,0,0,0,0,0,307
github.com/apache/dubbo-samples:dubbo-samples-protostuff,T,0,0,0,0,0,0,308
github.com/apache/dubbo-samples:dubbo-samples-protostuff-api,T,0,0,0,0,0,0,309
github.com/apache/dubbo-samples:dubbo-samples-protostuff-provider,T,0,0,0,0,0,0,311
github.com/apache/dubbo-samples:dubbo-samples-protostuff-consumer,T,0,0,0,0,0,0,312
github.com/apache/dubbo-samples:dubbo-samples-serialization-java,T,0,0,0,0,0,0,314
github.com/apache/dubbo-samples:dubbo-samples-serialization,T,0,0,0,0,0,0,316
github.com/apache/dubbo-samples:serialization,T,0,0,0,0,0,0,316
github.com/apache/dubbo-samples:3-extensions,T,0,0,0,0,0,0,317
github.com/apache/dubbo-samples:dubbo-samples-applevel-override,T,0,0,0,0,0,0,318
github.com/apache/dubbo-samples:dubbo-samples-configconditionrouter,T,0,0,0,0,0,0,319
github.com/apache/dubbo-samples:dubbo-samples-meshrule-router,T,0,0,0,0,0,0,320
github.com/apache/dubbo-samples:dubbo-samples-metrics-prometheus,T,0,0,0,0,0,0,321
github.com/apache/dubbo-samples:dubbo-samples-metrics-prometheus-interface,T,0,0,0,0,0,0,323
github.com/apache/dubbo-samples:dubbo-samples-metrics-prometheus-provider,T,0,0,0,0,0,0,324
github.com/apache/dubbo-samples:dubbo-samples-metrics-prometheus-consumer,T,0,0,0,0,0,0,326
github.com/apache/dubbo-samples:dubbo-samples-metrics-springboot,T,0,0,0,0,0,0,328
github.com/apache/dubbo-samples:dubbo-samples-sentinel-api,T,0,0,0,0,0,0,329
github.com/apache/dubbo-samples:dubbo-samples-sentinel-consumer,T,0,0,0,0,0,0,330
github.com/apache/dubbo-samples:dubbo-samples-sentinel-provider,T,0,0,0,0,0,0,331
github.com/apache/dubbo-samples:dubbo-samples-sentinel,T,0,0,0,0,0,0,331
github.com/apache/dubbo-samples:dubbo-samples-servicelevel-override,T,0,0,0,0,0,0,333
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-hystrix,T,0,0,0,0,0,0,334
github.com/apache/dubbo-samples:dubbo-samples-spring-hystrix,T,0,0,0,0,0,0,335
github.com/apache/dubbo-samples:dubbo-samples-ssl,T,0,0,0,0,0,0,336
github.com/apache/dubbo-samples:dubbo-samples-ssl-provider,T,0,0,0,0,0,0,337
github.com/apache/dubbo-samples:dubbo-samples-ssl-consumer,T,0,0,0,0,0,0,338
github.com/apache/dubbo-samples:dubbo-samples-tagrouter,T,0,0,0,0,0,0,339
github.com/apache/dubbo-samples:dubbo-samples-tracing,T,0,0,0,0,0,0,340
github.com/apache/dubbo-samples:dubbo-sample-api-tracing-otel-zipkin,T,0,0,0,0,0,0,342
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-zipkin,T,0,0,0,0,0,0,343
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-interface,T,0,0,0,0,0,0,344
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-provider,T,0,0,0,0,0,0,345
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-consumer,T,0,0,0,0,0,0,347
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-otel-otlp,T,0,0,0,0,0,0,348
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-otel-otlp-interface,T,0,0,0,0,0,0,349
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-otel-oltp-provider,T,0,0,0,0,0,0,350
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-otel-oltp-consumer,T,0,0,0,0,0,0,352
github.com/apache/dubbo-samples:dubbo-samples-zipkin,T,0,0,0,0,0,0,353
github.com/apache/dubbo-samples:dubbo-samples-spring-boot3-tracing,T,0,0,0,0,0,0,354
github.com/apache/dubbo-samples:dubbo-samples-spring-boot3-tracing-interface,T,0,0,0,0,0,0,355
github.com/apache/dubbo-samples:dubbo-samples-spring-boot3-tracing-provider,T,0,0,0,0,0,0,357
github.com/apache/dubbo-samples:dubbo-samples-spring-boot3-tracing-consumer,T,0,0,0,0,0,0,358
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-skywalking,T,0,0,0,0,0,0,359
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-skwalking-interface,T,0,0,0,0,0,0,360
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-skwalking-provider,T,0,0,0,0,0,0,362
github.com/apache/dubbo-samples:dubbo-samples-spring-boot-tracing-skwalking-consumer,T,0,0,0,0,0,0,363
github.com/apache/dubbo-samples:4-governance,T,0,0,0,0,0,0,364
github.com/apache/dubbo-samples:embedded-zookeeper,T,0,0,0,0,0,0,365
github.com/apache/dubbo-samples:tools,T,0,0,0,0,0,0,366
github.com/apache/dubbo-samples:dubbo-samples-all,T,0,0,0,0,0,0,366
github.com/apache/mahout:mahout,T,0,0,0,0,0,0,15
github.com/apache/mahout:mahout-core,T,0,0,0,0,0,0,33
github.com/apache/mahout:mahout-engine,T,0,0,0,0,0,0,33
github.com/apache/mahout:mahout-hdfs,T,0,111,111,0,0,0,35
github.com/apache/mahout:mahout-spark,T,0,0,0,0,0,0,43
github.com/apache/mahout:apache-mahout-distribution,T,0,0,0,0,0,0,44
github.com/spotify/helios,F,,,,,,,2
github.com/confluentinc/schema-registry,F,,,,,,,0
github.com/ainilili/ratel:landlords,T,0,0,0,0,0,0,1
github.com/ainilili/ratel:landlords-common,T,0,13,13,0,0,0,2
github.com/ainilili/ratel:landlords-client,T,0,0,0,0,0,0,2
github.com/ainilili/ratel:landlords-server,T,0,0,0,0,0,0,3
github.com/subhra74/snowflake:muon,T,0,0,0,0,0,0,2
github.com/subhra74/snowflake:muon-jediterm,T,0,1,1,0,0,0,2
github.com/subhra74/snowflake:muon-app,T,0,1,1,0,0,0,3
github.com/spring-projects/spring-retry:spring-retry,T,4,387,387,0,0,0,12
github.com/normanmaurer/netty-in-action:utils,T,0,0,0,0,0,0,1
github.com/normanmaurer/netty-in-action:nia-samples-parent,T,0,0,0,0,0,0,1
github.com/normanmaurer/netty-in-action:chapter1,T,0,0,0,0,0,0,1
github.com/normanmaurer/netty-in-action:chapter2,T,0,0,0,0,0,0,2
github.com/normanmaurer/netty-in-action:echo-client,T,0,0,0,0,0,0,2
github.com/normanmaurer/netty-in-action:echo-server,T,0,0,0,0,0,0,3
github.com/normanmaurer/netty-in-action:chapter4,T,0,0,0,0,0,0,3
github.com/normanmaurer/netty-in-action:chapter5,T,0,0,0,0,0,0,4
github.com/normanmaurer/netty-in-action:chapter6,T,0,0,0,0,0,0,4
github.com/normanmaurer/netty-in-action:chapter7,T,0,0,0,0,0,0,5
github.com/normanmaurer/netty-in-action:chapter8,T,0,0,0,0,0,0,5
github.com/normanmaurer/netty-in-action:chapter9,T,0,4,4,0,0,0,6
github.com/normanmaurer/netty-in-action:chapter10,T,0,0,0,0,0,0,7
github.com/normanmaurer/netty-in-action:chapter11,T,0,0,0,0,0,0,8
github.com/normanmaurer/netty-in-action:chapter12,T,0,0,0,0,0,0,8
github.com/normanmaurer/netty-in-action:chapter13,T,0,0,0,0,0,0,9
github.com/Qihoo360/Quicksql,F,,,,,,,1
github.com/jonashackt/spring-boot-vuejs:spring-boot-vuejs,T,0,0,0,0,0,0,14
github.com/jonashackt/spring-boot-vuejs:frontend,T,0,0,0,0,0,0,18
github.com/jonashackt/spring-boot-vuejs:backend,T,0,10,9,0,0,1,24
github.com/wakaleo/game-of-life,F,,,,,,,0
github.com/protostuff/protostuff,F,,,,,,,0
github.com/apache/tika:tika-parent,T,0,0,0,0,0,0,17
github.com/apache/tika:tika-bom,T,0,0,0,0,0,0,18
github.com/apache/tika:tika-core,T,0,313,310,0,0,3,37
github.com/apache/tika:tika-serialization,T,0,13,13,0,0,0,39
github.com/apache/tika:tika-parsers,T,0,0,0,0,0,0,40
github.com/apache/tika:tika-parsers-standard,T,0,0,0,0,0,0,41
github.com/apache/tika:tika-parsers-standard-modules,T,0,0,0,0,0,0,42
github.com/apache/tika:tika-parser-jdbc-commons,T,0,0,0,0,0,0,43
github.com/apache/tika:tika-parser-digest-commons,T,0,0,0,0,0,0,45
github.com/apache/tika:tika-parser-mail-commons,T,0,7,7,0,0,0,46
github.com/apache/tika:tika-parser-xmp-commons,T,0,6,6,0,0,0,48
github.com/apache/tika:tika-parser-zip-commons,T,0,3,3,0,0,0,49
github.com/apache/tika:tika-parser-image-module,T,0,31,31,0,0,0,53
github.com/apache/tika:tika-parser-ocr-module,T,0,33,24,0,0,9,55
github.com/apache/tika:tika-parser-audiovideo-module,T,0,23,23,0,0,0,57
github.com/apache/tika:tika-parser-text-module,T,0,40,40,0,0,0,59
github.com/apache/tika:tika-parser-code-module,T,0,17,17,0,0,0,61
github.com/apache/tika:tika-parser-html-module,T,0,102,91,0,0,11,64
github.com/apache/tika:tika-parser-font-module,T,0,2,2,0,0,0,66
github.com/apache/tika:tika-parser-xml-module,T,0,12,12,0,0,0,67
github.com/apache/tika:tika-parser-microsoft-module,T,0,416,400,0,0,16,112
github.com/apache/tika:tika-parser-pkg-module,T,0,22,21,0,0,1,116
github.com/apache/tika:tika-parser-pdf-module,T,0,82,81,0,0,1,134
github.com/apache/tika:tika-parser-apple-module,T,0,32,32,0,0,0,136
github.com/apache/tika:tika-parser-cad-module,T,0,20,18,0,0,2,139
github.com/apache/tika:tika-parser-mail-module,T,0,29,29,0,0,0,142
github.com/apache/tika:tika-parser-miscoffice-module,T,0,59,58,0,0,1,147
github.com/apache/tika:tika-parser-news-module,T,0,2,2,0,0,0,148
github.com/apache/tika:tika-parser-crypto-module,T,0,6,6,0,0,0,150
github.com/apache/tika:tika-parser-webarchive-module,T,0,4,4,0,0,0,153
github.com/apache/tika:tika-handlers,T,0,0,0,0,0,0,154
github.com/apache/tika:tika-handler-boilerpipe,T,0,0,0,0,0,0,155
github.com/apache/tika:tika-parsers-standard-package,T,0,365,335,0,0,30,191
github.com/apache/tika:tika-parsers-extended,T,0,0,0,0,0,0,193
github.com/apache/tika:tika-parser-sqlite3-module,T,0,2,2,0,0,0,195
github.com/apache/tika:tika-parser-scientific-module,T,0,11,8,0,0,3,199
github.com/apache/tika:tika-parser-sqlite3-package,T,0,0,0,0,0,0,201
github.com/apache/tika:tika-parser-scientific-package,T,0,1,1,0,0,0,203
github.com/apache/tika:tika-parsers-extended-integration-tests,T,0,6,6,0,0,0,206
github.com/apache/tika:tika-parsers-ml,T,0,0,0,0,0,0,207
github.com/apache/tika:tika-parser-nlp-module,T,0,11,8,0,0,3,211
github.com/apache/tika:tika-parser-nlp-package,T,0,0,0,0,0,0,212
github.com/apache/tika:tika-age-recogniser,T,0,1,1,0,0,0,216
github.com/apache/tika:tika-parser-advancedmedia-module,T,0,9,0,0,0,9,218
github.com/apache/tika:tika-parser-advancedmedia-package,T,0,0,0,0,0,0,220
github.com/apache/tika:tika-dl,T,0,2,1,0,0,1,232
github.com/apache/tika:tika-transcribe-aws,T,0,20,0,0,0,20,234
github.com/apache/tika:tika-bundles,T,0,0,0,0,0,0,235
github.com/apache/tika:tika-bundle-standard,T,0,0,0,0,0,0,236
github.com/apache/tika:tika-xmp,T,0,33,33,0,0,0,238
github.com/apache/tika:tika-batch,T,0,38,23,0,0,15,251
github.com/apache/tika:tika-langdetect,T,0,0,0,0,0,0,252
github.com/apache/tika:tika-langdetect-test-commons,T,0,0,0,0,0,0,254
github.com/apache/tika:tika-langdetect-tika,T,0,7,7,0,0,0,256
github.com/apache/tika:tika-langdetect-lingo24,T,0,2,0,0,0,2,258
github.com/apache/tika:tika-langdetect-optimaize,T,0,5,5,0,0,0,260
github.com/apache/tika:tika-langdetect-mitll-text,T,0,1,0,0,0,1,261
github.com/apache/tika:tika-langdetect-opennlp,T,0,1,1,0,0,0,263
github.com/apache/tika:tika-pipes,T,0,0,0,0,0,0,264
github.com/apache/tika:tika-httpclient-commons,T,0,0,0,0,0,0,266
github.com/apache/tika:tika-fetchers,T,0,0,0,0,0,0,267
github.com/apache/tika:tika-fetcher-http,T,0,4,2,0,0,2,269
github.com/apache/tika:tika-fetcher-s3,T,0,2,0,0,0,2,271
github.com/apache/tika:tika-fetcher-gcs,T,0,1,0,0,0,1,272
github.com/apache/tika:tika-fetcher-az-blob,T,0,1,0,0,0,1,273
github.com/apache/tika:tika-emitters,T,0,0,0,0,0,0,274
github.com/apache/tika:tika-emitter-fs,T,0,0,0,0,0,0,275
github.com/apache/tika:tika-emitter-s3,T,0,0,0,0,0,0,277
github.com/apache/tika:tika-emitter-kafka,T,0,0,0,0,0,0,278
github.com/apache/tika:tika-emitter-solr,T,0,1,0,0,0,1,279
github.com/apache/tika:tika-emitter-opensearch,T,0,1,1,0,0,0,281
github.com/apache/tika:tika-emitter-gcs,T,0,1,0,0,0,1,282
github.com/apache/tika:tika-emitter-az-blob,T,0,1,0,0,0,1,284
github.com/apache/tika:tika-emitter-jdbc,T,0,5,5,0,0,0,286
github.com/apache/tika:tika-pipes-iterators,T,0,0,0,0,0,0,287
github.com/apache/tika:tika-pipes-iterator-csv,T,0,2,2,0,0,0,289
github.com/apache/tika:tika-pipes-iterator-jdbc,T,0,1,1,0,0,0,291
github.com/apache/tika:tika-pipes-iterator-s3,T,0,1,0,0,0,1,292
github.com/apache/tika:tika-pipes-iterator-kafka,T,0,1,0,0,0,1,293
github.com/apache/tika:tika-pipes-iterator-solr,T,0,0,0,0,0,0,294
github.com/apache/tika:tika-pipes-iterator-gcs,T,0,1,0,0,0,1,296
github.com/apache/tika:tika-pipes-iterator-az-blob,T,0,1,0,0,0,1,297
github.com/apache/tika:tika-pipes-reporters,T,0,0,0,0,0,0,298
github.com/apache/tika:tika-pipes-reporter-opensearch,T,0,0,0,0,0,0,300
github.com/apache/tika:tika-pipes-reporter-fs-status,T,0,1,1,0,0,0,301
github.com/apache/tika:tika-pipes-reporter-jdbc,T,0,3,3,0,0,0,303
github.com/apache/tika:tika-async-cli,T,0,1,1,0,0,0,305
github.com/apache/tika:tika-app,T,0,51,51,0,0,0,358
github.com/apache/tika:tika-translate,T,0,20,11,0,0,9,360
github.com/apache/tika:tika-server,T,0,0,0,0,0,0,361
github.com/apache/tika:tika-server-core,T,5,75,68,0,0,7,412
github.com/apache/tika:tika-server-standard,T,0,87,85,0,0,2,429
github.com/apache/tika:tika-server-client,T,0,2,1,0,0,1,431
github.com/apache/tika:tika-eval,T,0,0,0,0,0,0,432
github.com/apache/tika:tika-eval-core,T,0,10,8,0,0,2,437
github.com/apache/tika:tika-server-eval,T,0,2,2,0,0,0,443
github.com/apache/tika:tika-integration-tests,T,0,0,0,0,0,0,445
github.com/apache/tika:tika-pipes-solr-integration-tests,T,0,8,7,0,0,1,527
github.com/apache/tika:tika-pipes-opensearch-integration-tests,T,0,15,5,0,0,10,570
github.com/apache/tika:tika-pipes-s3-integration-tests,T,0,4,0,0,1,3,576
github.com/apache/tika:tika-resource-loading-tests,T,0,1,1,0,0,0,578
github.com/apache/tika:tika-pipes-kafka-integration-tests,T,0,1,0,1,0,0,603
github.com/apache/tika:tika-eval-app,T,1,32,23,0,0,9,622
github.com/apache/tika:tika-fuzzing,T,0,3,0,0,0,3,625
github.com/apache/tika:tika-example,T,0,19,19,0,0,0,668
github.com/apache/tika:tika-java7,T,0,4,4,0,0,0,674
github.com/apache/tika:tika-detectors,T,0,0,0,0,0,0,676
github.com/apache/tika:tika-detector-siegfried,T,0,4,3,0,0,1,681
github.com/apache/tika:tika,T,0,0,0,0,0,0,683
github.com/eclipse/paho.mqtt.java,F,,,,,,,1
github.com/plutext/docx4j,F,,,,,,,20
github.com/zhegexiaohuozi/SeimiCrawler:SeimiCrawler,T,error,0,0,0,0,0,2
github.com/zhegexiaohuozi/SeimiCrawler:spring-boot-seimicrawler,T,0,0,0,0,0,0,3
github.com/zhegexiaohuozi/SeimiCrawler:seimi-group,T,0,0,0,0,0,0,3
github.com/zhegexiaohuozi/SeimiCrawler:standalone-semicrawler-example,T,0,2,0,0,2,0,6
github.com/ysc/QuestionAnsweringSystem:deep-qa,T,0,0,0,0,0,0,2
github.com/ysc/QuestionAnsweringSystem:deep-qa-web,T,0,0,0,0,0,0,2
github.com/ysc/QuestionAnsweringSystem:QuestionAnsweringSystem,T,0,0,0,0,0,0,3
github.com/iSafeBlue/TrackRay,F,,,,,,,4
github.com/clojure/core.async:core.async,T,0,52,52,0,0,0,3
github.com/apache/servicecomb-pack,F,,,,,,,10
